address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
236 S 15TH ST,PA,CAMP HILL,17011,1194,6.0,4.0,,X,455281624,125655,2023B
234 S 15TH ST,PA,CAMP HILL,17011,1344,6.0,10.0,,X,455281632,125655,2023B
228 S 15TH ST,PA,CAMP HILL,17011,1400,13.0,4.0,,X,455281644,125655,2023B
226 S 15TH ST,PA,CAMP HILL,17011,1764,13.0,4.0,,X,455281652,125655,2023B
220 S 15TH ST,PA,CAMP HILL,17011,1160,13.0,4.0,,X,455281660,125655,2023B
216 S 15TH ST,PA,CAMP HILL,17011,1809,6.0,16.0,,X,455281672,125655,2023B
212 S 15TH ST,PA,CAMP HILL,17011,1616,13.0,10.0,,X,455281684,125655,2023B
208 S 15TH ST,PA,CAMP HILL,17011,1338,13.0,16.0,,X,455281692,125655,2023B
206 S 15TH ST,PA,CAMP HILL,17011,1200,13.0,4.0,,X,455281700,125655,2023B
200 S 15TH ST,PA,CAMP HILL,17011,1188,13.0,4.0,,X,455281844,125655,2023B
201 S 15TH ST,PA,CAMP HILL,17011,840,6.0,4.0,,X,455281856,125655,2023B
207 S 15TH ST,PA,CAMP HILL,17011,998,13.0,4.0,,X,455281868,125655,2023B
209 S 15TH ST,PA,CAMP HILL,17011,1300,13.0,4.0,,X,455281884,125655,2023B
215 S 15TH ST,PA,CAMP HILL,17011,1248,6.0,16.0,,X,455281904,125655,2023B
217 S 15TH ST,PA,CAMP HILL,17011,1380,6.0,16.0,,X,455281924,125655,2023B
219 S 15TH ST,PA,CAMP HILL,17011,1536,6.0,10.0,,X,455282236,125655,2023B
221 S 15TH ST,PA,CAMP HILL,17011,2015,13.0,16.0,,X,455282260,125655,2023B
225 S 15TH ST,PA,CAMP HILL,17011,1609,6.0,16.0,,X,455282280,125655,2023B
229 S 15TH ST,PA,CAMP HILL,17011,1088,6.0,10.0,,X,455282296,125655,2023B
233 S 15TH ST,PA,CAMP HILL,17011,1144,6.0,4.0,,X,455282308,125655,2023B
237 S 15TH ST,PA,CAMP HILL,17011,939,13.0,4.0,,X,455282320,125655,2023B
241 S 15TH ST,PA,CAMP HILL,17011,966,6.0,4.0,,X,455282336,125655,2023B
2914 SUNSET DR,PA,CAMP HILL,17011,2697,13.0,10.0,,X,455294780,125655,2023B
2910 SUNSET DR,PA,CAMP HILL,17011,2004,13.0,10.0,,X,455294788,125655,2023B
2900 SUNSET DR,PA,CAMP HILL,17011,1958,6.0,10.0,,X,455294796,125655,2023B
2890 SUNSET DR,PA,CAMP HILL,17011,2483,13.0,4.0,,X,455294800,125655,2023B
2880 SUNSET DR,PA,CAMP HILL,17011,2100,13.0,10.0,,X,455294804,125655,2023B
2870 SUNSET DR,PA,CAMP HILL,17011,1849,13.0,13.0,,X,455294808,125655,2023B
2860 SUNSET DR,PA,CAMP HILL,17011,1701,13.0,10.0,,X,455294812,125655,2023B
2850 SUNSET DR,PA,CAMP HILL,17011,1490,13.0,4.0,,X,455294816,125655,2023B
2840 SUNSET DR,PA,CAMP HILL,17011,2285,13.0,4.0,,X,455294820,125655,2023B
2830 SUNSET DR,PA,CAMP HILL,17011,3564,13.0,10.0,,X,455294824,125655,2023B
2865 SUNSET DR,PA,CAMP HILL,17011,2548,13.0,10.0,,X,455294828,125655,2023B
2875 SUNSET DR,PA,CAMP HILL,17011,1705,13.0,8.0,,X,455295016,125655,2023B
2885 SUNSET DR,PA,CAMP HILL,17011,3110,13.0,10.0,,X,455295020,125655,2023B
2846 SKYVIEW DR,PA,CAMP HILL,17011,2351,13.0,4.0,,X,455295024,125655,2023B
2844 SKYVIEW DR,PA,CAMP HILL,17011,2846,13.0,10.0,,X,455295036,125655,2023B
2842 SKYVIEW DR,PA,CAMP HILL,17011,1939,6.0,4.0,,X,455295052,125655,2023B
20 CLIFTON RD,PA,CAMP HILL,17011,2764,13.0,4.0,13,X,455295072,125655,2023B
2901 SUNSET DR,PA,CAMP HILL,17011,2016,6.0,4.0,,X,455295088,125655,2023B
2911 SUNSET DR,PA,CAMP HILL,17011,4755,6.0,8.0,,X,455295200,125655,2023B
2913 SUNSET DR,PA,CAMP HILL,17011,3021,13.0,4.0,,X,455295228,125655,2023B
872 COUNTRY CLUB RD,PA,CAMP HILL,17011,2340,13.0,4.0,,X,455295328,125655,2023B
862 COUNTRY CLUB RD,PA,CAMP HILL,17011,1315,13.0,4.0,,X,455295332,125655,2023B
10 CLIFTON RD,PA,CAMP HILL,17011,1770,13.0,4.0,,X,455295336,125655,2023B
11 CLIFTON RD,PA,CAMP HILL,17011,1827,13.0,10.0,,X,455295340,125655,2023B
2873 SKYVIEW DR,PA,CAMP HILL,17011,2510,13.0,10.0,,X,455295348,125655,2023B
2835 SUNSET DR,PA,CAMP HILL,17011,2051,6.0,4.0,,X,455295360,125655,2023B
815 MEADOW LN,PA,CAMP HILL,17011,1210,6.0,10.0,,AE,455295400,125655,2023B
1010 BRENTWATER RD,PA,CAMP HILL,17011,4382,13.0,8.0,,AE,455295484,125655,2023B
813 MEADOW LN,PA,CAMP HILL,17011,2915,13.0,8.0,,X,455295488,125655,2023B
809 MEADOW LN,PA,CAMP HILL,17011,1799,13.0,10.0,,X,455295492,125655,2023B
1000 BRENTWATER RD,PA,CAMP HILL,17011,1344,13.0,10.0,,X,455295496,125655,2023B
900 BRENTWATER RD,PA,CAMP HILL,17011,3046,13.0,4.0,,X,455295504,125655,2023B
1001 BRENTWATER RD,PA,CAMP HILL,17011,3122,13.0,4.0,,X,455295512,125655,2023B
1003 BRENTWATER RD,PA,CAMP HILL,17011,1726,6.0,10.0,,AE,455295520,125655,2023B
1005 BRENTWATER RD,PA,CAMP HILL,17011,1502,6.0,13.0,2,AE,455295524,125655,2023B
1007 BRENTWATER RD,PA,CAMP HILL,17011,1416,6.0,4.0,,AE,455295528,125655,2023B
560 BRENTWATER RD,PA,CAMP HILL,17011,1659,13.0,4.0,13,X,455295532,125655,2023B
566 BRENTWATER RD,PA,CAMP HILL,17011,1773,13.0,4.0,,X,455295536,125655,2023B
570 BRENTWATER RD,PA,CAMP HILL,17011,1684,6.0,4.0,,X,455295636,125655,2023B
574 BRENTWATER RD,PA,CAMP HILL,17011,1225,13.0,4.0,,X,455295640,125655,2023B
576 BRENTWATER RD,PA,CAMP HILL,17011,1148,13.0,4.0,,X,455295644,125655,2023B
610 BRENTWATER RD,PA,CAMP HILL,17011,1776,13.0,4.0,,X,455295648,125655,2023B
220 GARRETT LN,PA,CAMP HILL,17011,3369,13.0,4.0,,X,455295652,125655,2023B
210 GARRETT LN,PA,CAMP HILL,17011,2580,13.0,4.0,,X,455295656,125655,2023B
605 BRENTWATER RD,PA,CAMP HILL,17011,1906,13.0,13.0,13,X,455295660,125655,2023B
225 GARRETT LN,PA,CAMP HILL,17011,2904,13.0,4.0,,X,455295664,125655,2023B
215 GARRETT LN,PA,CAMP HILL,17011,2532,13.0,4.0,,X,455295668,125655,2023B
205 GARRETT LN,PA,CAMP HILL,17011,2460,13.0,4.0,,X,455295672,125655,2023B
565 BRENTWATER RD,PA,CAMP HILL,17011,3288,6.0,10.0,,X,455295928,125655,2023B
561 BRENTWATER RD,PA,CAMP HILL,17011,2715,13.0,13.0,13,X,455295944,125655,2023B
792 BRENTWATER RD,PA,CAMP HILL,17011,1584,6.0,13.0,,X,455295960,125655,2023B
788 BRENTWATER RD,PA,CAMP HILL,17011,1604,13.0,4.0,,X,455295976,125655,2023B
950 BRENTWATER RD,PA,CAMP HILL,17011,2193,13.0,4.0,,X,455295996,125655,2023B
551 BRENTWATER RD,PA,CAMP HILL,17011,2054,13.0,4.0,13,X,455296136,125655,2023B
541 BRENTWATER RD,PA,CAMP HILL,17011,2288,13.0,4.0,13,X,455296140,125655,2023B
531 BRENTWATER RD,PA,CAMP HILL,17011,2228,13.0,4.0,,X,455296148,125655,2023B
521 BRENTWATER RD,PA,CAMP HILL,17011,1535,13.0,10.0,,X,455296156,125655,2023B
511 BRENTWATER RD,PA,CAMP HILL,17011,4542,13.0,4.0,,X,455296168,125655,2023B
555 BRENTWATER RD,PA,CAMP HILL,17011,3820,13.0,10.0,13,X,455296176,125655,2023B
515 JOYCE RD,PA,CAMP HILL,17011,1760,13.0,4.0,,X,455296188,125655,2023B
519 SUSAN RD,PA,CAMP HILL,17011,1445,13.0,4.0,,X,455296276,125655,2023B
517 SUSAN RD,PA,CAMP HILL,17011,1589,13.0,4.0,,X,455296280,125655,2023B
515 SUSAN RD,PA,CAMP HILL,17011,1832,13.0,4.0,,X,455296284,125655,2023B
513 SUSAN RD,PA,CAMP HILL,17011,2133,6.0,10.0,,X,455296288,125655,2023B
511 SUSAN RD,PA,CAMP HILL,17011,1875,13.0,10.0,,X,455296292,125655,2023B
36 GOLFVIEW RD,PA,CAMP HILL,17011,1474,13.0,4.0,,X,455296300,125655,2023B
440 FAIRWAY DR,PA,CAMP HILL,17011,1533,6.0,4.0,13,X,455296320,125655,2023B
450 FAIRWAY DR,PA,CAMP HILL,17011,1424,13.0,10.0,,X,455296348,125655,2023B
456 FAIRWAY DR,PA,CAMP HILL,17011,1809,13.0,4.0,,X,455296352,125655,2023B
470 FAIRWAY DR,PA,CAMP HILL,17011,2356,13.0,4.0,,X,455296356,125655,2023B
480 FAIRWAY DR,PA,CAMP HILL,17011,1334,13.0,13.0,,X,455296360,125655,2023B
490 FAIRWAY DR,PA,CAMP HILL,17011,1902,13.0,4.0,13,X,455296364,125655,2023B
500 FAIRWAY DR,PA,CAMP HILL,17011,2078,13.0,10.0,,X,455296368,125655,2023B
50 PUTTER LN,PA,CAMP HILL,17011,1537,13.0,4.0,,X,455296372,125655,2023B
48 PUTTER LN,PA,CAMP HILL,17011,2854,13.0,4.0,,X,455296376,125655,2023B
500 BRENTWATER RD,PA,CAMP HILL,17011,2920,13.0,4.0,13,X,455296380,125655,2023B
510 BRENTWATER RD,PA,CAMP HILL,17011,2048,13.0,4.0,,X,455296384,125655,2023B
520 BRENTWATER RD,PA,CAMP HILL,17011,1641,13.0,4.0,,X,455296392,125655,2023B
530 BRENTWATER RD,PA,CAMP HILL,17011,1364,6.0,10.0,,X,455296420,125655,2023B
540 BRENTWATER RD,PA,CAMP HILL,17011,2961,13.0,13.0,,X,455296428,125655,2023B
550 BRENTWATER RD,PA,CAMP HILL,17011,2835,13.0,4.0,,X,455296432,125655,2023B
495 FAIRWAY DR,PA,CAMP HILL,17011,2069,6.0,10.0,13,X,455296436,125655,2023B
485 FAIRWAY DR,PA,CAMP HILL,17011,1796,13.0,4.0,,X,455296440,125655,2023B
475 FAIRWAY DR,PA,CAMP HILL,17011,2128,13.0,4.0,,X,455296444,125655,2023B
465 FAIRWAY DR,PA,CAMP HILL,17011,2004,13.0,4.0,,X,455296448,125655,2023B
455 FAIRWAY DR,PA,CAMP HILL,17011,2253,13.0,4.0,,X,455296452,125655,2023B
445 FAIRWAY DR,PA,CAMP HILL,17011,2037,13.0,4.0,,X,455296456,125655,2023B
12 GOLFVIEW RD,PA,CAMP HILL,17011,2642,13.0,4.0,,X,455296460,125655,2023B
10 GOLFVIEW RD,PA,CAMP HILL,17011,1578,13.0,10.0,,X,455296464,125655,2023B
2 GOLFVIEW RD,PA,CAMP HILL,17011,2447,13.0,4.0,,X,455296472,125655,2023B
440 BRENTWATER RD,PA,CAMP HILL,17011,1594,13.0,4.0,,X,455296608,125655,2023B
450 BRENTWATER RD,PA,CAMP HILL,17011,2432,13.0,10.0,,X,455296616,125655,2023B
460 BRENTWATER RD,PA,CAMP HILL,17011,1747,13.0,10.0,,X,455296628,125655,2023B
470 BRENTWATER RD,PA,CAMP HILL,17011,1344,13.0,10.0,,X,455296692,125655,2023B
480 BRENTWATER RD,PA,CAMP HILL,17011,1700,13.0,10.0,,X,455296704,125655,2023B
490 BRENTWATER RD,PA,CAMP HILL,17011,2286,13.0,10.0,,X,455296800,125655,2023B
513 JOYCE RD,PA,CAMP HILL,17011,1766,13.0,4.0,,X,455296848,125655,2023B
511 JOYCE RD,PA,CAMP HILL,17011,1812,13.0,4.0,,X,455296856,125655,2023B
40 GOLFVIEW RD,PA,CAMP HILL,17011,2738,13.0,4.0,,X,455296864,125655,2023B
38 GOLFVIEW RD,PA,CAMP HILL,17011,2079,13.0,4.0,,X,455296872,125655,2023B
510 SUSAN RD,PA,CAMP HILL,17011,1683,13.0,10.0,,X,455296884,125655,2023B
512 SUSAN RD,PA,CAMP HILL,17011,1914,13.0,2.0,,X,455296892,125655,2023B
514 SUSAN RD,PA,CAMP HILL,17011,1730,13.0,4.0,,X,455296900,125655,2023B
400 BRENTWATER RD,PA,CAMP HILL,17011,2533,13.0,4.0,,X,455296904,125655,2023B
350 BRENTWATER RD,PA,CAMP HILL,17011,1799,13.0,10.0,13,X,455296908,125655,2023B
5 GOLFVIEW RD,PA,CAMP HILL,17011,1668,13.0,10.0,,X,455296912,125655,2023B
15 GOLFVIEW RD,PA,CAMP HILL,17011,2813,13.0,10.0,,X,455296916,125655,2023B
1 HOOD LN,PA,CAMP HILL,17011,2874,13.0,4.0,,X,455296976,125655,2023B
35 GOLFVIEW RD,PA,CAMP HILL,17011,1870,13.0,4.0,,X,455296984,125655,2023B
37 GOLFVIEW RD,PA,CAMP HILL,17011,1675,13.0,4.0,,X,455296996,125655,2023B
39 GOLFVIEW RD,PA,CAMP HILL,17011,1873,13.0,4.0,,X,455297008,125655,2023B
41 GOLFVIEW RD,PA,CAMP HILL,17011,1743,13.0,10.0,,X,455297016,125655,2023B
43 GOLFVIEW RD,PA,CAMP HILL,17011,2110,13.0,10.0,,X,455297028,125655,2023B
45 GOLFVIEW RD,PA,CAMP HILL,17011,1408,13.0,4.0,,X,455297036,125655,2023B
47 GOLFVIEW RD,PA,CAMP HILL,17011,2033,13.0,4.0,,X,455297044,125655,2023B
40 GALE RD,PA,CAMP HILL,17011,1820,13.0,16.0,,X,455297056,125655,2023B
38 GALE RD,PA,CAMP HILL,17011,2109,13.0,10.0,,X,455297064,125655,2023B
36 GALE RD,PA,CAMP HILL,17011,1335,13.0,10.0,,X,455297072,125655,2023B
34 GALE RD,PA,CAMP HILL,17011,1800,13.0,10.0,,X,455297080,125655,2023B
32 GALE RD,PA,CAMP HILL,17011,1879,13.0,10.0,,X,455297084,125655,2023B
30 GALE RD,PA,CAMP HILL,17011,2459,13.0,10.0,,X,455297088,125655,2023B
28 GALE RD,PA,CAMP HILL,17011,1616,13.0,4.0,,X,455297188,125655,2023B
26 GALE RD,PA,CAMP HILL,17011,1527,13.0,10.0,,X,455297196,125655,2023B
24 GALE RD,PA,CAMP HILL,17011,1632,13.0,4.0,,X,455297212,125655,2023B
22 GALE RD,PA,CAMP HILL,17011,1564,13.0,4.0,,X,455297232,125655,2023B
20 GALE RD,PA,CAMP HILL,17011,1677,13.0,4.0,,X,455297248,125655,2023B
18 GALE RD,PA,CAMP HILL,17011,1164,13.0,4.0,,X,455297256,125655,2023B
16 GALE RD,PA,CAMP HILL,17011,1717,13.0,4.0,,X,455297280,125655,2023B
14 GALE RD,PA,CAMP HILL,17011,1164,13.0,10.0,,X,455297384,125655,2023B
8 GALE RD,PA,CAMP HILL,17011,1495,13.0,10.0,,X,455297460,125655,2023B
4 GALE RD,PA,CAMP HILL,17011,2417,13.0,4.0,,X,455297464,125655,2023B
101 BRENTWATER RD,PA,CAMP HILL,17011,4524,13.0,4.0,,X,455297468,125655,2023B
3 GALE RD,PA,CAMP HILL,17011,1742,13.0,4.0,,X,455297472,125655,2023B
7 GALE RD,PA,CAMP HILL,17011,1612,6.0,10.0,,X,455297476,125655,2023B
9 GALE RD,PA,CAMP HILL,17011,1740,13.0,4.0,,X,455297480,125655,2023B
11 GALE RD,PA,CAMP HILL,17011,1155,6.0,10.0,,X,455297484,125655,2023B
15 GALE RD,PA,CAMP HILL,17011,1602,13.0,4.0,,X,455297488,125655,2023B
17 GALE RD,PA,CAMP HILL,17011,1397,13.0,4.0,,X,455297492,125655,2023B
19 GALE RD,PA,CAMP HILL,17011,1334,13.0,4.0,,X,455297496,125655,2023B
21 GALE RD,PA,CAMP HILL,17011,1155,13.0,4.0,,X,455297500,125655,2023B
58 CIRCLE DR,PA,CAMP HILL,17011,2064,13.0,10.0,,X,455297824,125655,2023B
56 CIRCLE DR,PA,CAMP HILL,17011,1622,13.0,10.0,,X,455297828,125655,2023B
34 FARGREEN RD,PA,CAMP HILL,17011,1200,13.0,10.0,,X,455297832,125655,2023B
32 FARGREEN RD,PA,CAMP HILL,17011,1203,13.0,4.0,,X,455297836,125655,2023B
30 FARGREEN RD,PA,CAMP HILL,17011,1308,13.0,4.0,,X,455297840,125655,2023B
28 FARGREEN RD,PA,CAMP HILL,17011,1334,13.0,4.0,,X,455297844,125655,2023B
26 FARGREEN RD,PA,CAMP HILL,17011,1204,13.0,4.0,,X,455297848,125655,2023B
24 FARGREEN RD,PA,CAMP HILL,17011,1362,13.0,4.0,,X,455297860,125655,2023B
20 FARGREEN RD,PA,CAMP HILL,17011,1479,6.0,4.0,,X,455297868,125655,2023B
18 FARGREEN RD,PA,CAMP HILL,17011,1155,6.0,4.0,,X,455297876,125655,2023B
16 FARGREEN RD,PA,CAMP HILL,17011,1292,13.0,4.0,,X,455297888,125655,2023B
14 FARGREEN RD,PA,CAMP HILL,17011,1227,13.0,4.0,,X,455298120,125655,2023B
10 FARGREEN RD,PA,CAMP HILL,17011,1397,13.0,10.0,,X,455298128,125655,2023B
6 FARGREEN RD,PA,CAMP HILL,17011,2714,6.0,10.0,,X,455298236,125655,2023B
1 FARGREEN RD,PA,CAMP HILL,17011,2231,13.0,4.0,,X,455298240,125655,2023B
9 FARGREEN RD,PA,CAMP HILL,17011,1524,13.0,4.0,,X,455298252,125655,2023B
11 FARGREEN RD,PA,CAMP HILL,17011,1864,13.0,4.0,,X,455298268,125655,2023B
15 FARGREEN RD,PA,CAMP HILL,17011,1120,13.0,4.0,,X,455298280,125655,2023B
17 FARGREEN RD,PA,CAMP HILL,17011,1677,13.0,4.0,,X,455298288,125655,2023B
19 FARGREEN RD,PA,CAMP HILL,17011,1493,13.0,4.0,,X,455298296,125655,2023B
21 FARGREEN RD,PA,CAMP HILL,17011,1196,13.0,4.0,,X,455298308,125655,2023B
23 FARGREEN RD,PA,CAMP HILL,17011,2131,13.0,4.0,,X,455298316,125655,2023B
25 FARGREEN RD,PA,CAMP HILL,17011,1260,6.0,4.0,,X,455298324,125655,2023B
27 FARGREEN RD,PA,CAMP HILL,17011,1150,13.0,4.0,,X,455298336,125655,2023B
29 FARGREEN RD,PA,CAMP HILL,17011,1196,13.0,4.0,,X,455298528,125655,2023B
31 FARGREEN RD,PA,CAMP HILL,17011,1239,13.0,4.0,,X,455298532,125655,2023B
33 FARGREEN RD,PA,CAMP HILL,17011,1180,13.0,4.0,,X,455298536,125655,2023B
54 CIRCLE DR,PA,CAMP HILL,17011,1580,13.0,10.0,,X,455298548,125655,2023B
50 CIRCLE DR,PA,CAMP HILL,17011,1452,13.0,4.0,,X,455298556,125655,2023B
34 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1405,13.0,4.0,,X,455298564,125655,2023B
32 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1120,13.0,4.0,,X,455298576,125655,2023B
30 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1304,13.0,8.0,,X,455298584,125655,2023B
26 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1251,13.0,4.0,,X,455298596,125655,2023B
24 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1452,6.0,4.0,,X,455298604,125655,2023B
22 COUNTRY CLUB PL W,PA,CAMP HILL,17011,2284,13.0,4.0,,X,455298636,125655,2023B
20 COUNTRY CLUB PL W,PA,CAMP HILL,17011,962,13.0,4.0,,X,455298640,125655,2023B
18 COUNTRY CLUB PL W,PA,CAMP HILL,17011,962,13.0,4.0,,X,455298644,125655,2023B
16 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1329,13.0,10.0,,X,455298648,125655,2023B
14 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1015,13.0,4.0,,X,455298652,125655,2023B
12 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1080,13.0,4.0,,X,455298656,125655,2023B
10 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1733,13.0,4.0,,X,455298660,125655,2023B
8 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1146,13.0,4.0,,X,455298672,125655,2023B
6 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1619,6.0,4.0,,X,455298720,125655,2023B
4 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1254,6.0,4.0,,X,455298736,125655,2023B
2 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1410,6.0,10.0,,X,455298788,125655,2023B
350 N 32ND ST,PA,CAMP HILL,17011,1428,13.0,4.0,,X,455298840,125655,2023B
15 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1602,13.0,4.0,,X,455298948,125655,2023B
17 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1152,13.0,4.0,,X,455299040,125655,2023B
19 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1216,13.0,4.0,,X,455299044,125655,2023B
21 COUNTRY CLUB PL W,PA,CAMP HILL,17011,962,13.0,4.0,,X,455299048,125655,2023B
23 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1254,13.0,4.0,,X,455299052,125655,2023B
25 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1015,6.0,4.0,,X,455299056,125655,2023B
27 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1145,13.0,4.0,,X,455299060,125655,2023B
29 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1148,13.0,4.0,,X,455299064,125655,2023B
31 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1116,13.0,4.0,,X,455299068,125655,2023B
33 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1216,13.0,10.0,,X,455299072,125655,2023B
35 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1372,13.0,4.0,,X,455299076,125655,2023B
48 CIRCLE DR,PA,CAMP HILL,17011,1564,6.0,10.0,,X,455299088,125655,2023B
44 CIRCLE DR,PA,CAMP HILL,17011,1894,13.0,4.0,,X,455299100,125655,2023B
40 CIRCLE DR,PA,CAMP HILL,17011,1729,13.0,4.0,,X,455299180,125655,2023B
34 CIRCLE DR,PA,CAMP HILL,17011,1444,13.0,4.0,,X,455299184,125655,2023B
32 CIRCLE DR,PA,CAMP HILL,17011,1162,13.0,4.0,,X,455299188,125655,2023B
30 CIRCLE DR,PA,CAMP HILL,17011,1117,13.0,4.0,,X,455299192,125655,2023B
24 CIRCLE DR,PA,CAMP HILL,17011,1409,13.0,4.0,,X,455299196,125655,2023B
22 CIRCLE DR,PA,CAMP HILL,17011,1133,13.0,4.0,,X,455299200,125655,2023B
20 CIRCLE DR,PA,CAMP HILL,17011,1117,13.0,4.0,,X,455299208,125655,2023B
18 CIRCLE DR,PA,CAMP HILL,17011,1155,13.0,4.0,,X,455299212,125655,2023B
16 CIRCLE DR,PA,CAMP HILL,17011,1431,13.0,4.0,,X,455299216,125655,2023B
14 CIRCLE DR,PA,CAMP HILL,17011,1155,13.0,4.0,,X,455299220,125655,2023B
12 CIRCLE DR,PA,CAMP HILL,17011,1305,13.0,10.0,,X,455299384,125655,2023B
8 CIRCLE DR,PA,CAMP HILL,17011,1188,13.0,4.0,,X,455299388,125655,2023B
2 CIRCLE DR,PA,CAMP HILL,17011,1188,13.0,4.0,,X,455299392,125655,2023B
11 COUNTRY CLUB PL W,PA,CAMP HILL,17011,1155,13.0,4.0,,X,455299396,125655,2023B
11 GALE CIR,PA,CAMP HILL,17011,2109,13.0,10.0,,X,455299400,125655,2023B
9 GALE CIR,PA,CAMP HILL,17011,1869,13.0,10.0,,X,455299404,125655,2023B
7 GALE CIR,PA,CAMP HILL,17011,1776,13.0,4.0,,X,455299408,125655,2023B
5 GALE CIR,PA,CAMP HILL,17011,1542,13.0,10.0,,X,455299412,125655,2023B
3 GALE CIR,PA,CAMP HILL,17011,2240,13.0,10.0,,X,455299420,125655,2023B
1 GALE CIR,PA,CAMP HILL,17011,2419,13.0,10.0,,X,455299432,125655,2023B
18 ROUND HILL RD,PA,CAMP HILL,17011,2177,13.0,10.0,,X,455299448,125655,2023B
16 ROUND HILL RD,PA,CAMP HILL,17011,1241,13.0,10.0,,X,455299464,125655,2023B
12 ROUND HILL RD,PA,CAMP HILL,17011,1345,13.0,10.0,,X,455299476,125655,2023B
8 ROUND HILL RD,PA,CAMP HILL,17011,1680,13.0,4.0,,X,455299528,125655,2023B
4 ROUND HILL RD,PA,CAMP HILL,17011,1478,13.0,4.0,,X,455299532,125655,2023B
2 ROUND HILL RD,PA,CAMP HILL,17011,1444,13.0,10.0,,X,455299536,125655,2023B
31 GALE RD,PA,CAMP HILL,17011,2095,13.0,10.0,,X,455299540,125655,2023B
31 CIRCLE DR,PA,CAMP HILL,17011,2252,13.0,4.0,,X,455299544,125655,2023B
35 CIRCLE DR,PA,CAMP HILL,17011,1241,13.0,10.0,,X,455299548,125655,2023B
37 CIRCLE DR,PA,CAMP HILL,17011,1146,6.0,4.0,,X,455299552,125655,2023B
39 CIRCLE DR,PA,CAMP HILL,17011,1117,13.0,4.0,,X,455299556,125655,2023B
41 CIRCLE DR,PA,CAMP HILL,17011,1117,6.0,10.0,,X,455299560,125655,2023B
43 CIRCLE DR,PA,CAMP HILL,17011,1624,13.0,10.0,,X,455299564,125655,2023B
45 CIRCLE DR,PA,CAMP HILL,17011,1202,13.0,16.0,,X,455299724,125655,2023B
47 CIRCLE DR,PA,CAMP HILL,17011,1270,13.0,4.0,,X,455299804,125655,2023B
49 CIRCLE DR,PA,CAMP HILL,17011,2475,13.0,10.0,,X,455299812,125655,2023B
51 CIRCLE DR,PA,CAMP HILL,17011,1772,13.0,10.0,,X,455299816,125655,2023B
53 CIRCLE DR,PA,CAMP HILL,17011,1427,13.0,8.0,,X,455299820,125655,2023B
59 CIRCLE DR,PA,CAMP HILL,17011,1735,13.0,4.0,,X,455299832,125655,2023B
1 ROUND HILL RD,PA,CAMP HILL,17011,1516,6.0,10.0,,X,455299836,125655,2023B
3 ROUND HILL RD,PA,CAMP HILL,17011,1496,13.0,4.0,,X,455299840,125655,2023B
5 ROUND HILL RD,PA,CAMP HILL,17011,1152,13.0,10.0,,X,455299844,125655,2023B
7 ROUND HILL RD,PA,CAMP HILL,17011,1535,13.0,4.0,,X,455299848,125655,2023B
9 ROUND HILL RD,PA,CAMP HILL,17011,1536,13.0,10.0,,X,455300100,125655,2023B
11 ROUND HILL RD,PA,CAMP HILL,17011,1372,13.0,4.0,,X,455300120,125655,2023B
15 ROUND HILL RD,PA,CAMP HILL,17011,1734,13.0,10.0,,X,455300132,125655,2023B
17 ROUND HILL RD,PA,CAMP HILL,17011,2088,13.0,10.0,,X,455300152,125655,2023B
225 WOOD ST,PA,CAMP HILL,17011,1982,6.0,4.0,,X,455300180,125655,2023B
223 WOOD ST,PA,CAMP HILL,17011,1176,13.0,4.0,,X,455300196,125655,2023B
221 WOOD ST,PA,CAMP HILL,17011,1120,13.0,10.0,,X,455300208,125655,2023B
219 WOOD ST,PA,CAMP HILL,17011,1943,13.0,4.0,,X,455300220,125655,2023B
217 WOOD ST,PA,CAMP HILL,17011,1252,13.0,4.0,,X,455300240,125655,2023B
215 WOOD ST,PA,CAMP HILL,17011,2312,13.0,4.0,,X,455300252,125655,2023B
213 WOOD ST,PA,CAMP HILL,17011,1675,13.0,4.0,,X,455300272,125655,2023B
211 WOOD ST,PA,CAMP HILL,17011,1556,13.0,4.0,,X,455300280,125655,2023B
