address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
158 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455487988,99317,2023B
156 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455487992,99317,2023B
154 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455487996,99317,2023B
152 FAITH CIR,PA,CARLISLE,17013,1288,13.0,4.0,,X,455488000,99317,2023B
150 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488004,99317,2023B
148 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488008,99317,2023B
146 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488012,99317,2023B
144 FAITH CIR,PA,CARLISLE,17013,1265,6.0,13.0,,X,455488016,99317,2023B
143 FAITH CIR,PA,CARLISLE,17013,1648,6.0,13.0,,X,455488144,99317,2023B
145 FAITH CIR,PA,CARLISLE,17013,1242,6.0,13.0,,X,455488148,99317,2023B
147 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488152,99317,2023B
149 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488156,99317,2023B
151 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488160,99317,2023B
153 FAITH CIR,PA,CARLISLE,17013,1288,6.0,13.0,,X,455488164,99317,2023B
41 KINGSWOOD TER,PA,CARLISLE,17013,1914,13.0,13.0,,X,455488168,99317,2023B
43 KINGSWOOD TER,PA,CARLISLE,17013,1232,13.0,4.0,,X,455488172,99317,2023B
45 KINGSWOOD TER,PA,CARLISLE,17013,1300,13.0,8.0,,X,455488176,99317,2023B
47 KINGSWOOD TER,PA,CARLISLE,17013,1200,13.0,4.0,,X,455488180,99317,2023B
49 KINGSWOOD TER,PA,CARLISLE,17013,1352,13.0,4.0,,X,455488184,99317,2023B
51 KINGSWOOD TER,PA,CARLISLE,17013,1642,13.0,4.0,,X,455488188,99317,2023B
3061 RITNER HWY,PA,CARLISLE,17015,1870,13.0,16.0,,X,455488280,130289,2023B
3059 RITNER HWY,PA,CARLISLE,17015,2616,13.0,8.0,,X,455488284,130289,2023B
3055 RITNER HWY,PA,CARLISLE,17015,1705,6.0,2.0,,X,455488288,130289,2023B
3063 RITNER HWY,PA,CARLISLE,17015,1120,6.0,4.0,,X,455488300,130289,2023B
53 KINGSWOOD TER,PA,CARLISLE,17013,1512,6.0,13.0,,X,455488320,99317,2023B
105 HOPE TER,PA,CARLISLE,17013,1599,13.0,4.0,,X,455488324,99317,2023B
107 HOPE TER,PA,CARLISLE,17013,1679,13.0,8.0,,X,455488328,99317,2023B
109 HOPE TER,PA,CARLISLE,17013,1232,13.0,8.0,,X,455488332,99317,2023B
111 HOPE TER,PA,CARLISLE,17013,1518,13.0,13.0,,X,455488336,99317,2023B
52 HOPE TER,PA,CARLISLE,17013,1900,13.0,4.0,,X,455488340,99317,2023B
50 KINGSWOOD TER,PA,CARLISLE,17013,1672,13.0,8.0,,X,455488344,99317,2023B
48 KINGSWOOD TER,PA,CARLISLE,17013,1292,13.0,13.0,,X,455488348,99317,2023B
46 KINGSWOOD TER,PA,CARLISLE,17013,1872,13.0,8.0,,X,455488352,99317,2023B
44 KINGSWOOD TER,PA,CARLISLE,17013,1818,13.0,8.0,,X,455488356,99317,2023B
157 FAITH CIR,PA,CARLISLE,17013,1616,13.0,13.0,,X,455488360,99317,2023B
159 FAITH CIR,PA,CARLISLE,17013,1616,13.0,4.0,,X,455488456,99317,2023B
161 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488460,99317,2023B
171 FAITH CIR,PA,CARLISLE,17013,1232,13.0,8.0,,X,455488464,99317,2023B
173 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488468,99317,2023B
175 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488472,99317,2023B
177 FAITH CIR,PA,CARLISLE,17013,1232,13.0,13.0,,X,455488476,99317,2023B
179 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488480,99317,2023B
181 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488484,99317,2023B
183 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488488,99317,2023B
185 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488492,99317,2023B
187 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488496,99317,2023B
2995 RITNER HWY,PA,CARLISLE,17015,1308,6.0,24.0,,X,455488556,130289,2023B
162 FAITH CIR,PA,CARLISLE,17013,1368,6.0,13.0,,X,455488624,99317,2023B
164 FAITH CIR,PA,CARLISLE,17013,1320,6.0,13.0,,X,455488628,99317,2023B
166 FAITH CIR,PA,CARLISLE,17013,1200,6.0,13.0,,X,455488632,99317,2023B
168 FAITH CIR,PA,CARLISLE,17013,1200,13.0,13.0,,X,455488636,99317,2023B
170 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488640,99317,2023B
172 FAITH CIR,PA,CARLISLE,17013,2057,6.0,13.0,,X,455488644,99317,2023B
174 FAITH CIR,PA,CARLISLE,17013,1488,6.0,2.0,,X,455488648,99317,2023B
176 FAITH CIR,PA,CARLISLE,17013,1520,6.0,13.0,,X,455488652,99317,2023B
178 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488656,99317,2023B
180 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488660,99317,2023B
184 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488668,99317,2023B
186 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488796,99317,2023B
188 FAITH CIR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455488800,99317,2023B
190 FAITH CIR,PA,CARLISLE,17013,1248,13.0,4.0,,X,455488808,99317,2023B
192 FAITH CIR,PA,CARLISLE,17013,1248,13.0,8.0,,X,455488812,99317,2023B
194 FAITH CIR,PA,CARLISLE,17013,1248,13.0,4.0,,X,455488816,99317,2023B
196 FAITH CIR,PA,CARLISLE,17013,1824,13.0,8.0,,X,455488820,99317,2023B
198 FAITH CIR,PA,CARLISLE,17013,1360,13.0,8.0,,X,455488824,99317,2023B
200 FAITH CIR,PA,CARLISLE,17013,1507,13.0,4.0,,X,455488828,99317,2023B
204 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455488832,99317,2023B
202 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455488836,99317,2023B
206 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455488840,99317,2023B
2955 RITNER HWY,PA,CARLISLE,17015,3280,6.0,10.0,,X,455488916,130289,2023B
2893 RITNER HWY,PA,CARLISLE,17015,1918,6.0,10.0,,X,455488920,130289,2023B
2843 RITNER HWY,PA,CARLISLE,17015,4901,13.0,10.0,,X,455488924,130289,2023B
2831 RITNER HWY,PA,CARLISLE,17015,1464,13.0,4.0,,X,455488928,130289,2023B
2827 RITNER HWY,PA,CARLISLE,17015,1269,13.0,10.0,,X,455488932,130289,2023B
2825 RITNER HWY,PA,CARLISLE,17015,1504,6.0,4.0,,X,455488936,130289,2023B
2829 RITNER HWY,PA,CARLISLE,17015,1696,13.0,4.0,,X,455488952,130289,2023B
11 HILL RD,PA,CARLISLE,17015,1674,6.0,4.0,,X,455488960,130289,2023B
9 HILL RD,PA,CARLISLE,17015,4293,13.0,4.0,,X,455488964,130289,2023B
208 FAITH CIR,PA,CARLISLE,17013,1300,13.0,4.0,,X,455488968,99317,2023B
210 FAITH CIR,PA,CARLISLE,17013,1228,13.0,4.0,,X,455488972,99317,2023B
212 FAITH CIR,PA,CARLISLE,17013,1464,13.0,4.0,,X,455488976,99317,2023B
214 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455488980,99317,2023B
216 FAITH CIR,PA,CARLISLE,17013,1300,13.0,4.0,,X,455488984,99317,2023B
218 FAITH CIR,PA,CARLISLE,17013,1300,13.0,4.0,,X,455488988,99317,2023B
220 FAITH CIR,PA,CARLISLE,17013,1300,13.0,4.0,,X,455488992,99317,2023B
222 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455488996,99317,2023B
224 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455489000,99317,2023B
226 FAITH CIR,PA,CARLISLE,17013,1400,13.0,8.0,,X,455489004,99317,2023B
228 FAITH CIR,PA,CARLISLE,17013,1404,13.0,8.0,,X,455489008,99317,2023B
230 FAITH CIR,PA,CARLISLE,17013,1092,13.0,4.0,,X,455489012,99317,2023B
16 HILL RD,PA,CARLISLE,17015,2992,13.0,10.0,,X,455489076,130289,2023B
2809 RITNER HWY,PA,CARLISLE,17015,2153,13.0,24.0,,X,455489084,130289,2023B
2805 RITNER HWY,PA,CARLISLE,17015,1690,6.0,10.0,,X,455489088,130289,2023B
2799 RITNER HWY,PA,CARLISLE,17015,3201,6.0,10.0,,X,455489092,130289,2023B
1 HILL RD,PA,CARLISLE,17015,1500,13.0,10.0,,X,455489100,130289,2023B
445 KERRSVILLE RD,PA,CARLISLE,17015,952,6.0,4.0,,X,455489108,130289,2023B
455 KERRSVILLE RD,PA,CARLISLE,17015,2100,13.0,24.0,,X,455489112,130289,2023B
1 SHORT RD,PA,CARLISLE,17015,1092,13.0,8.0,,X,455489120,130289,2023B
232 FAITH CIR,PA,CARLISLE,17013,1536,13.0,8.0,13,X,455489136,99317,2023B
229 FAITH CIR,PA,CARLISLE,17013,1300,13.0,4.0,,X,455489140,99317,2023B
227 FAITH CIR,PA,CARLISLE,17013,1516,13.0,8.0,,X,455489144,99317,2023B
225 FAITH CIR,PA,CARLISLE,17013,1570,13.0,4.0,,X,455489148,99317,2023B
223 FAITH CIR,PA,CARLISLE,17013,1690,13.0,8.0,,X,455489152,99317,2023B
221 FAITH CIR,PA,CARLISLE,17013,1181,13.0,4.0,,X,455489156,99317,2023B
219 FAITH CIR,PA,CARLISLE,17013,1181,13.0,8.0,,X,455489160,99317,2023B
217 FAITH CIR,PA,CARLISLE,17013,1377,13.0,8.0,,X,455489164,99317,2023B
215 FAITH CIR,PA,CARLISLE,17013,1297,13.0,4.0,,X,455489168,99317,2023B
213 FAITH CIR,PA,CARLISLE,17013,1374,13.0,4.0,,X,455489172,99317,2023B
209 FAITH CIR,PA,CARLISLE,17013,2884,13.0,8.0,,X,455489180,99317,2023B
474 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,984,6.0,13.0,,X,455489240,130289,2023B
424 KERRSVILLE RD,PA,CARLISLE,17015,2640,13.0,4.0,,X,455489244,130289,2023B
420 KERRSVILLE RD,PA,CARLISLE,17015,3124,6.0,4.0,,X,455489248,130289,2023B
416 KERRSVILLE RD,PA,CARLISLE,17015,1856,13.0,4.0,,X,455489256,130289,2023B
412 KERRSVILLE RD,PA,CARLISLE,17015,1344,13.0,13.0,13,X,455489260,130289,2023B
402 KERRSVILLE RD,PA,CARLISLE,17015,2242,6.0,10.0,,A,455489264,130289,2023B
408 KERRSVILLE RD,PA,CARLISLE,17015,1498,13.0,4.0,2,X,455489268,130289,2023B
398 KERRSVILLE RD,PA,CARLISLE,17015,2796,13.0,13.0,,X,455489272,130289,2023B
207 FAITH CIR,PA,CARLISLE,17013,1300,13.0,8.0,,X,455489296,99317,2023B
8 MEADOWVIEW DR,PA,CARLISLE,17013,1400,13.0,4.0,,X,455489300,99317,2023B
6 MEADOWVIEW DR,PA,CARLISLE,17013,1264,13.0,4.0,,X,455489304,99317,2023B
4 MEADOWVIEW DR,PA,CARLISLE,17013,3305,13.0,8.0,,X,455489308,99317,2023B
2820 SPRING RD,PA,CARLISLE,17013,1988,6.0,13.0,,X,455489312,99317,2023B
1889 ESTHER DR,PA,CARLISLE,17013,1296,13.0,4.0,,X,455489324,99317,2023B
1887 ESTHER DR,PA,CARLISLE,17013,1296,6.0,8.0,,X,455489328,99317,2023B
1885 ESTHER DR,PA,CARLISLE,17013,1296,6.0,2.0,,X,455489332,99317,2023B
445 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2129,6.0,4.0,,X,455489408,130289,2023B
455 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1452,6.0,4.0,,X,455489412,130289,2023B
453 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2470,6.0,13.0,13,X,455489416,130289,2023B
449 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2100,13.0,8.0,,X,455489420,130289,2023B
394 SPRINGVIEW RD,PA,CARLISLE,17015,2624,13.0,4.0,2,A,455489440,130289,2023B
409 KERRSVILLE RD,PA,CARLISLE,17015,1254,6.0,13.0,,A,455489452,130289,2023B
560 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,3453,6.0,13.0,,A,455489456,130289,2023B
431 KERRSVILLE RD,PA,CARLISLE,17015,1794,13.0,4.0,13,X,455489464,130289,2023B
100 CHESTER ST,PA,CARLISLE,17013,1860,13.0,4.0,,X,455489468,99317,2023B
1896 ESTHER DR,PA,CARLISLE,17013,1741,13.0,8.0,,X,455489472,99317,2023B
1894 ESTHER DR,PA,CARLISLE,17013,1215,6.0,13.0,,X,455489476,99317,2023B
1890 ESTHER DR,PA,CARLISLE,17013,2336,13.0,2.0,,X,455489480,99317,2023B
1886 ESTHER DR,PA,CARLISLE,17013,2000,6.0,13.0,,X,455489484,99317,2023B
1884 ESTHER DR,PA,CARLISLE,17013,1232,6.0,13.0,,X,455489488,99317,2023B
1882 ESTHER DR,PA,CARLISLE,17013,1232,13.0,8.0,,X,455489492,99317,2023B
1880 ESTHER DR,PA,CARLISLE,17013,2048,13.0,2.0,,X,455489496,99317,2023B
139 VIRGINIA AVE,PA,CARLISLE,17013,1440,13.0,8.0,,X,455489500,99317,2023B
132 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489504,99317,2023B
130 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489508,99317,2023B
2725 RITNER HWY,PA,CARLISLE,17015,1920,13.0,13.0,,X,455489576,130289,2023B
2735 RITNER HWY,PA,CARLISLE,17015,4564,13.0,8.0,,X,455489580,130289,2023B
437 KERRSVILLE RD,PA,CARLISLE,17015,1672,6.0,24.0,,X,455489588,130289,2023B
356 KERRSVILLE RD,PA,CARLISLE,17015,2110,13.0,4.0,,X,455489596,130289,2023B
5 STONEY KNOLL LN,PA,CARLISLE,17015,2471,6.0,4.0,,X,455489600,130289,2023B
349 KERRSVILLE RD,PA,CARLISLE,17015,1512,13.0,4.0,,X,455489608,130289,2023B
574 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1148,13.0,8.0,2,X,455489624,130289,2023B
570 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1888,13.0,8.0,,X,455489632,130289,2023B
552 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,3246,13.0,8.0,,X,455489636,130289,2023B
128 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489640,99317,2023B
126 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489644,99317,2023B
124 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489648,99317,2023B
122 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489652,99317,2023B
120 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489656,99317,2023B
118 VIRGINIA AVE,PA,CARLISLE,17013,1320,13.0,8.0,,X,455489660,99317,2023B
116 VIRGINIA AVE,PA,CARLISLE,17013,1257,13.0,8.0,,X,455489664,99317,2023B
114 VIRGINIA AVE,PA,CARLISLE,17013,1242,13.0,8.0,,X,455489668,99317,2023B
112 VIRGINIA AVE,PA,CARLISLE,17013,1242,13.0,4.0,,X,455489672,99317,2023B
110 VIRGINIA AVE,PA,CARLISLE,17013,1254,13.0,8.0,,X,455489676,99317,2023B
108 VIRGINIA AVE,PA,CARLISLE,17013,1276,13.0,8.0,,X,455489680,99317,2023B
106 VIRGINIA AVE,PA,CARLISLE,17013,1242,13.0,4.0,,X,455489684,99317,2023B
104 VIRGINIA AVE,PA,CARLISLE,17013,1242,13.0,8.0,,X,455489688,99317,2023B
556 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1600,13.0,4.0,,X,455489756,130289,2023B
548 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2808,13.0,4.0,13,X,455489760,130289,2023B
544 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1956,13.0,8.0,,X,455489764,130289,2023B
540 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2414,13.0,4.0,,X,455489768,130289,2023B
353 KERRSVILLE RD,PA,CARLISLE,17015,1597,13.0,4.0,,X,455489776,130289,2023B
464 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2737,13.0,8.0,,X,455489784,130289,2023B
466 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2064,13.0,8.0,13,X,455489788,130289,2023B
2845 RITNER HWY,PA,CARLISLE,17015,2348,13.0,4.0,,X,455489792,130289,2023B
2731 RITNER HWY,PA,CARLISLE,17015,1440,6.0,13.0,,X,455489796,130289,2023B
2727 RITNER HWY,PA,CARLISLE,17015,1367,13.0,8.0,,X,455489800,130289,2023B
102 VIRGINIA AVE,PA,CARLISLE,17013,1254,13.0,8.0,,X,455489828,99317,2023B
130 RELLIM ST,PA,CARLISLE,17013,1856,13.0,8.0,,X,455489832,99317,2023B
1937 MAPLEWOOD DR,PA,CARLISLE,17013,720,6.0,4.0,,X,455489836,99317,2023B
134 VIRGINIA AVE,PA,CARLISLE,17013,1440,13.0,8.0,,X,455489840,99317,2023B
136 VIRGINIA AVE,PA,CARLISLE,17013,1440,13.0,8.0,,X,455489844,99317,2023B
138 VIRGINIA AVE,PA,CARLISLE,17013,1440,13.0,8.0,,X,455489848,99317,2023B
1918 MARY LN,PA,CARLISLE,17013,1974,6.0,13.0,,AE,455489852,99317,2023B
1916 MARY LN,PA,CARLISLE,17013,1213,13.0,4.0,,AE,455489856,99317,2023B
1914 MARY LN,PA,CARLISLE,17013,1828,13.0,4.0,,AE,455489860,99317,2023B
1904 MARY LN,PA,CARLISLE,17013,1734,6.0,13.0,,AE,455489864,99317,2023B
123 PEARL DR,PA,CARLISLE,17013,2204,13.0,13.0,,X,455489868,99317,2023B
446 KERRSVILLE RD,PA,CARLISLE,17015,708,6.0,4.0,13,X,455489932,130289,2023B
372 KERRSVILLE RD,PA,CARLISLE,17015,2128,13.0,4.0,,X,455489948,130289,2023B
493 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1816,13.0,4.0,,X,455489964,130289,2023B
390 KERRSVILLE RD,PA,CARLISLE,17015,1344,13.0,4.0,11,X,455489968,130289,2023B
376 KERRSVILLE RD,PA,CARLISLE,17015,2739,13.0,4.0,,X,455489972,130289,2023B
374 KERRSVILLE RD,PA,CARLISLE,17015,1936,13.0,8.0,,X,455489976,130289,2023B
463 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1612,13.0,8.0,,X,455489980,130289,2023B
467 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,1544,13.0,8.0,,X,455489984,130289,2023B
469 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,3192,13.0,8.0,,X,455489988,130289,2023B
121 PEARL DR,PA,CARLISLE,17013,1856,13.0,13.0,,X,455489996,99317,2023B
119 PEARL DR,PA,CARLISLE,17013,1816,13.0,4.0,,X,455490000,99317,2023B
117 PEARL DR,PA,CARLISLE,17013,1269,13.0,4.0,,X,455490004,99317,2023B
115 PEARL DR,PA,CARLISLE,17013,1196,13.0,13.0,,X,455490008,99317,2023B
114 PEARL DR,PA,CARLISLE,17013,2078,6.0,4.0,,X,455490012,99317,2023B
116 PEARL DR,PA,CARLISLE,17013,2022,6.0,13.0,,X,455490016,99317,2023B
118 PEARL DR,PA,CARLISLE,17013,1222,13.0,13.0,,X,455490020,99317,2023B
120 PEARL DR,PA,CARLISLE,17013,1876,6.0,13.0,,X,455490024,99317,2023B
122 PEARL DR,PA,CARLISLE,17013,2378,6.0,13.0,,X,455490028,99317,2023B
1911 MARY LN,PA,CARLISLE,17013,2003,6.0,2.0,,X,455490032,99317,2023B
361 KERRSVILLE RD,PA,CARLISLE,17015,2341,13.0,8.0,,X,455490108,130289,2023B
357 KERRSVILLE RD,PA,CARLISLE,17015,2170,13.0,8.0,,X,455490116,130289,2023B
355 KERRSVILLE RD,PA,CARLISLE,17015,3450,13.0,2.0,,X,455490120,130289,2023B
3 STONEY KNOLL LN,PA,CARLISLE,17015,3032,13.0,4.0,,A,455490124,130289,2023B
1 STONEY KNOLL LN,PA,CARLISLE,17015,2472,13.0,4.0,,A,455490128,130289,2023B
165 CHESTER ST,PA,CARLISLE,17013,2871,13.0,13.0,,X,455490136,99317,2023B
161 CHESTER ST,PA,CARLISLE,17013,1470,6.0,13.0,,X,455490140,99317,2023B
157 CHESTER ST,PA,CARLISLE,17013,1538,13.0,13.0,,X,455490144,99317,2023B
153 CHESTER ST,PA,CARLISLE,17013,1989,13.0,13.0,,X,455490148,99317,2023B
149 CHESTER ST,PA,CARLISLE,17013,1880,6.0,13.0,,X,455490152,99317,2023B
145 CHESTER ST,PA,CARLISLE,17013,1880,6.0,13.0,,X,455490156,99317,2023B
141 CHESTER ST,PA,CARLISLE,17013,2040,13.0,13.0,,X,455490160,99317,2023B
137 CHESTER ST,PA,CARLISLE,17013,1776,13.0,4.0,,X,455490164,99317,2023B
133 CHESTER ST,PA,CARLISLE,17013,2246,6.0,13.0,,X,455490168,99317,2023B
129 CHESTER ST,PA,CARLISLE,17013,2278,6.0,13.0,,X,455490172,99317,2023B
125 CHESTER ST,PA,CARLISLE,17013,2080,13.0,13.0,,X,455490176,99317,2023B
124 CHESTER ST,PA,CARLISLE,17013,1196,6.0,13.0,,X,455490180,99317,2023B
358 KERRSVILLE RD,PA,CARLISLE,17015,2754,13.0,8.0,,X,455490248,130289,2023B
360 KERRSVILLE RD,PA,CARLISLE,17015,2040,13.0,4.0,,X,455490252,130289,2023B
461 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2826,13.0,8.0,,X,455490256,130289,2023B
2671 RITNER HWY,PA,CARLISLE,17015,1964,13.0,4.0,,X,455490264,130289,2023B
2545 RITNER HWY,PA,CARLISLE,17015,3978,6.0,4.0,,X,455490272,130289,2023B
2659 RITNER HWY,PA,CARLISLE,17015,2578,13.0,8.0,,X,455490284,130289,2023B
2657 RITNER HWY,PA,CARLISLE,17015,1602,13.0,4.0,,X,455490288,130289,2023B
2661 RITNER HWY,PA,CARLISLE,17015,1472,13.0,8.0,,X,455490292,130289,2023B
2655 RITNER HWY,PA,CARLISLE,17015,3022,13.0,4.0,,X,455490296,130289,2023B
2 BRIAR OAK LN,PA,CARLISLE,17015,1920,6.0,13.0,,X,455490304,130289,2023B
1 BRIAR OAK LN,PA,CARLISLE,17015,1916,6.0,13.0,,X,455490308,130289,2023B
132 CHESTER ST,PA,CARLISLE,17013,2103,6.0,13.0,,X,455490312,99317,2023B
136 CHESTER ST,PA,CARLISLE,17013,2003,13.0,13.0,,X,455490316,99317,2023B
140 CHESTER ST,PA,CARLISLE,17013,1559,13.0,13.0,,X,455490320,99317,2023B
144 CHESTER ST,PA,CARLISLE,17013,1196,6.0,13.0,,X,455490324,99317,2023B
148 CHESTER ST,PA,CARLISLE,17013,2097,6.0,13.0,,X,455490328,99317,2023B
156 CHESTER ST,PA,CARLISLE,17013,1886,13.0,4.0,,X,455490332,99317,2023B
160 CHESTER ST,PA,CARLISLE,17013,1780,6.0,13.0,,X,455490336,99317,2023B
1897 MARY LN,PA,CARLISLE,17013,2428,6.0,13.0,,X,455490340,99317,2023B
1896 MARY LN,PA,CARLISLE,17013,1848,6.0,13.0,,AE,455490344,99317,2023B
1900 MARY LN,PA,CARLISLE,17013,1959,13.0,4.0,13,AE,455490348,99317,2023B
17 JANE LN,PA,CARLISLE,17013,1379,13.0,13.0,,X,455490352,99317,2023B
15 JANE LN,PA,CARLISLE,17013,1269,13.0,10.0,,X,455490356,99317,2023B
2533 RITNER HWY,PA,CARLISLE,17015,1424,13.0,10.0,,X,455490420,130289,2023B
2521 RITNER HWY,PA,CARLISLE,17015,2016,6.0,10.0,,X,455490424,130289,2023B
6 ELTON DR,PA,CARLISLE,17015,2491,13.0,8.0,,X,455490436,130289,2023B
2 ELTON DR,PA,CARLISLE,17015,1344,13.0,8.0,2,X,455490444,130289,2023B
2525 RITNER HWY,PA,CARLISLE,17015,1986,6.0,10.0,,X,455490460,130289,2023B
2465 RITNER HWY,PA,CARLISLE,17015,1287,13.0,13.0,,X,455490464,130289,2023B
2459 RITNER HWY,PA,CARLISLE,17015,1736,13.0,13.0,,X,455490476,130289,2023B
2451 RITNER HWY,PA,CARLISLE,17015,1890,6.0,24.0,,X,455490480,130289,2023B
13 JANE LN,PA,CARLISLE,17013,1674,6.0,13.0,,X,455490484,99317,2023B
11 JANE LN,PA,CARLISLE,17013,1688,13.0,13.0,,X,455490488,99317,2023B
9 JANE LN,PA,CARLISLE,17013,2318,6.0,13.0,,X,455490492,99317,2023B
7 JANE LN,PA,CARLISLE,17013,1269,13.0,13.0,,X,455490496,99317,2023B
5 JANE LN,PA,CARLISLE,17013,1269,13.0,13.0,,X,455490500,99317,2023B
3 JANE LN,PA,CARLISLE,17013,1560,6.0,13.0,,X,455490504,99317,2023B
1 JANE LN,PA,CARLISLE,17013,1863,6.0,13.0,,X,455490508,99317,2023B
1885 MARY LN,PA,CARLISLE,17013,1734,13.0,4.0,,X,455490512,99317,2023B
2 ROBERT LN,PA,CARLISLE,17013,2078,13.0,13.0,,X,455490516,99317,2023B
4 ROBERT LN,PA,CARLISLE,17013,1774,13.0,13.0,,X,455490520,99317,2023B
2421 RITNER HWY,PA,CARLISLE,17015,1572,6.0,4.0,,X,455490580,130289,2023B
2395 RITNER HWY # A,PA,CARLISLE,17015,1914,6.0,10.0,,X,455490584,130289,2023B
660 GREASON RD,PA,CARLISLE,17015,1976,13.0,4.0,,X,455490592,130289,2023B
2463 RITNER HWY,PA,CARLISLE,17015,1704,6.0,13.0,,X,455490596,130289,2023B
585 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2946,13.0,2.0,,X,455490600,130289,2023B
581 CROSSROAD SCHOOL RD,PA,CARLISLE,17015,2259,13.0,4.0,,X,455490604,130289,2023B
2699 RITNER HWY,PA,CARLISLE,17015,1816,6.0,10.0,,X,455490612,130289,2023B
2685 RITNER HWY,PA,CARLISLE,17015,2062,13.0,13.0,,X,455490616,130289,2023B
2681 RITNER HWY,PA,CARLISLE,17015,2158,13.0,13.0,,X,455490620,130289,2023B
2677 RITNER HWY,PA,CARLISLE,17015,1984,13.0,8.0,,X,455490624,130289,2023B
6 ROBERT LN,PA,CARLISLE,17013,4168,13.0,13.0,,X,455490636,99317,2023B
8 ROBERT LN,PA,CARLISLE,17013,1978,6.0,13.0,,X,455490640,99317,2023B
7 ROBERT LN,PA,CARLISLE,17013,1392,13.0,13.0,,X,455490644,99317,2023B
5 ROBERT LN,PA,CARLISLE,17013,1296,13.0,13.0,,X,455490648,99317,2023B
3 ROBERT LN,PA,CARLISLE,17013,1976,6.0,13.0,,X,455490652,99317,2023B
1895 MARY LN,PA,CARLISLE,17013,2308,6.0,13.0,,X,455490656,99317,2023B
1 ROBERT LN,PA,CARLISLE,17013,1976,6.0,13.0,,X,455490660,99317,2023B
