address,state,city,zip,building_sq_ft,hvacc_cooling_code,hvacc_heating_code,foundation_code,fl_fema_flood_zone,tax_assessor_id,average_household_income,vintage
101 WAYNE DR,PA,HARRISBURG,17112,1036,1.0,,,X,455823584,137595.0,2023B
677 HIGHLAND ST,PA,HARRISBURG,17113,1193,,,,X,455823588,84352.0,2023B
116 WAYNE DR,PA,HARRISBURG,17112,1036,,,,X,455823592,137595.0,2023B
7077 BEAVER CREEK RD,PA,HARRISBURG,17112,2275,1.0,3.0,1,X,455823604,137595.0,2023B
683 HIGHLAND ST,PA,HARRISBURG,17113,1300,,,,X,455823608,84352.0,2023B
114 WAYNE DR,PA,HARRISBURG,17112,1092,1.0,,,X,455823612,137595.0,2023B
900 WILHELM RD,PA,HARRISBURG,17111,1408,,,,X,455823616,121297.0,2023B
7085 BEAVER CREEK RD,PA,HARRISBURG,17112,2874,1.0,3.0,1,X,455823624,137595.0,2023B
693 HIGHLAND ST,PA,HARRISBURG,17113,1625,,,,X,455823628,84352.0,2023B
112 WAYNE DR,PA,HARRISBURG,17112,1092,1.0,,,X,455823632,137595.0,2023B
701 HIGHLAND ST,PA,HARRISBURG,17113,2190,,,,X,455823636,84352.0,2023B
705 HIGHLAND ST,PA,HARRISBURG,17113,2518,,,,X,455823640,84352.0,2023B
110 WAYNE DR,PA,HARRISBURG,17112,809,1.0,,,X,455823644,137595.0,2023B
908 WILHELM RD,PA,HARRISBURG,17111,1904,1.0,,,X,455823648,121297.0,2023B
717 HIGHLAND ST,PA,HARRISBURG,17113,1536,,,,X,455823652,84352.0,2023B
108 WAYNE DR,PA,HARRISBURG,17112,1105,1.0,,,X,455823656,137595.0,2023B
910 WILHELM RD,PA,HARRISBURG,17111,2947,,,,X,455823660,121297.0,2023B
729 HIGHLAND ST,PA,HARRISBURG,17113,1452,,,,X,455823664,84352.0,2023B
912 WILHELM RD,PA,HARRISBURG,17111,1822,,,,X,455823668,121297.0,2023B
916 WILHELM RD,PA,HARRISBURG,17111,1189,1.0,,,X,455823672,121297.0,2023B
733 HIGHLAND ST,PA,HARRISBURG,17113,1997,,,,X,455823676,84352.0,2023B
920 WILHELM RD,PA,HARRISBURG,17111,960,,,,X,455823680,121297.0,2023B
737 HIGHLAND ST,PA,HARRISBURG,17113,1968,,,,X,455823684,84352.0,2023B
3404 BEAUCREST ST,PA,HARRISBURG,17111,1372,1.0,,2,X,455823688,121297.0,2023B
749 HIGHLAND ST,PA,HARRISBURG,17113,1726,,,,X,455823692,84352.0,2023B
1002 WILHELM RD,PA,HARRISBURG,17111,1080,1.0,,,X,455823696,121297.0,2023B
810 MOHN ST,PA,HARRISBURG,17113,1041,,,,X,455823700,84352.0,2023B
1004 WILHELM RD,PA,HARRISBURG,17111,1219,,,,X,455823704,121297.0,2023B
818 MOHN ST,PA,HARRISBURG,17113,1454,,,,X,455823708,84352.0,2023B
1010 WILHELM RD,PA,HARRISBURG,17111,1656,,,,X,455823712,121297.0,2023B
157 KELKER ST,PA,HARRISBURG,17113,1684,1.0,3.0,,X,455823716,84352.0,2023B
1014 WILHELM RD,PA,HARRISBURG,17111,1134,,,,X,455823724,121297.0,2023B
608 LARCH ST,PA,HARRISBURG,17113,1470,,,,X,455823728,84352.0,2023B
1018 WILHELM RD,PA,HARRISBURG,17111,960,,,,X,455823732,121297.0,2023B
7093 BEAVER CREEK RD,PA,HARRISBURG,17112,2148,1.0,3.0,1,X,455823736,137595.0,2023B
3408 GREEN HILL RD,PA,HARRISBURG,17111,2662,,,,X,455823740,121297.0,2023B
357 FORT STEWART DR # L29,PA,HARRISBURG,17112,2396,1.0,,1,X,455823744,137595.0,2023B
1112 WILHELM RD,PA,HARRISBURG,17111,1107,,,,X,455823748,121297.0,2023B
7123 BEAVER CREEK RD,PA,HARRISBURG,17112,2408,1.0,3.0,1,X,455823752,137595.0,2023B
106 WAYNE DR,PA,HARRISBURG,17112,1388,1.0,,,X,455823764,137595.0,2023B
675 HIGHLAND ST,PA,HARRISBURG,17113,1193,,,,X,455823768,84352.0,2023B
3409 HARWOOD DR,PA,HARRISBURG,17111,1368,,,,X,455823772,121297.0,2023B
724 DUNKLE ST,PA,HARRISBURG,17113,1287,,,,X,455823776,84352.0,2023B
7 MOHN ST,PA,HARRISBURG,17113,1302,1.0,,,X,455823780,84352.0,2023B
811 ROTH ST,PA,HARRISBURG,17113,1020,1.0,,,X,455823788,84352.0,2023B
777 LARCH ST,PA,HARRISBURG,17113,2004,,,,X,455823796,84352.0,2023B
757 HIGHLAND ST,PA,HARRISBURG,17113,1120,1.0,,,X,455823800,84352.0,2023B
767 HIGHLAND ST,PA,HARRISBURG,17113,1519,,,,X,455823804,84352.0,2023B
7131 BEAVER CREEK RD,PA,HARRISBURG,17112,3420,1.0,3.0,,X,455823808,137595.0,2023B
104 WAYNE DR,PA,HARRISBURG,17112,1938,1.0,,,X,455823812,137595.0,2023B
769 HIGHLAND ST,PA,HARRISBURG,17113,1830,1.0,,,X,455823816,84352.0,2023B
102 WAYNE DR,PA,HARRISBURG,17112,1036,1.0,,,X,455823824,137595.0,2023B
773 HIGHLAND ST,PA,HARRISBURG,17113,1070,,,,X,455823828,84352.0,2023B
100 WAYNE DR,PA,HARRISBURG,17112,1246,,,,X,455823832,137595.0,2023B
795 HIGHLAND ST,PA,HARRISBURG,17113,2133,,,,X,455823840,84352.0,2023B
803 HIGHLAND ST,PA,HARRISBURG,17113,1536,,,,X,455823844,84352.0,2023B
811 HIGHLAND ST,PA,HARRISBURG,17113,1260,,,,X,455823848,84352.0,2023B
821 HIGHLAND ST,PA,HARRISBURG,17113,1886,,,,X,455823852,84352.0,2023B
827 HIGHLAND ST,PA,HARRISBURG,17113,2078,,,,X,455823856,84352.0,2023B
839 HIGHLAND ST,PA,HARRISBURG,17113,1509,,,,X,455823860,84352.0,2023B
841 HIGHLAND ST,PA,HARRISBURG,17113,1509,,,,X,455823864,84352.0,2023B
117 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455823868,137595.0,2023B
849 HIGHLAND ST,PA,HARRISBURG,17113,1952,,,,X,455823872,84352.0,2023B
3407 HARWOOD DR,PA,HARRISBURG,17111,1036,,,,X,455823876,121297.0,2023B
115 CAROLYN ST,PA,HARRISBURG,17112,1484,1.0,,,X,455823884,137595.0,2023B
113 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455823892,137595.0,2023B
7139 BEAVER CREEK RD,PA,HARRISBURG,17112,2278,1.0,,1,X,455823896,137595.0,2023B
7147 BEAVER CREEK RD,PA,HARRISBURG,17112,2213,1.0,,,X,455823900,137595.0,2023B
111 CAROLYN ST,PA,HARRISBURG,17112,1036,,,,X,455823904,137595.0,2023B
7155 BEAVER CREEK RD # L34,PA,HARRISBURG,17112,2034,1.0,3.0,1,X,455823912,137595.0,2023B
109 CAROLYN ST,PA,HARRISBURG,17112,1164,1.0,,,X,455823916,137595.0,2023B
7163 BEAVER CREEK RD,PA,HARRISBURG,17112,2400,1.0,3.0,1,X,455823920,137595.0,2023B
7171 BEAVER CREEK RD,PA,HARRISBURG,17112,2430,1.0,3.0,1,X,455823924,137595.0,2023B
107 CAROLYN ST,PA,HARRISBURG,17112,1164,1.0,,,X,455823932,137595.0,2023B
7179 BEAVER CREEK RD # L37,PA,HARRISBURG,17112,2074,1.0,3.0,1,X,455823936,137595.0,2023B
859 HIGHLAND ST,PA,HARRISBURG,17113,2150,,,,X,455823940,84352.0,2023B
863 HIGHLAND ST,PA,HARRISBURG,17113,1404,,,,X,455823944,84352.0,2023B
913 HIGHLAND ST,PA,HARRISBURG,17113,1924,,,,X,455823952,84352.0,2023B
762 HIGHLAND ST,PA,HARRISBURG,17113,1242,,,,X,455823956,84352.0,2023B
770 HIGHLAND ST,PA,HARRISBURG,17113,720,,,,X,455823960,84352.0,2023B
105 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455823964,137595.0,2023B
111 LIVINGSTON ST,PA,HARRISBURG,17113,1346,1.0,,,X,455823968,84352.0,2023B
3405 HARWOOD DR,PA,HARRISBURG,17111,1244,,,,X,455823972,121297.0,2023B
7187 BEAVER CREEK RD,PA,HARRISBURG,17112,2704,1.0,,,X,455823976,137595.0,2023B
107 THOMAS ST,PA,HARRISBURG,17112,1036,,,,X,455823980,137595.0,2023B
790 HIGHLAND ST,PA,HARRISBURG,17113,1577,,,,X,455823984,84352.0,2023B
796 HIGHLAND ST,PA,HARRISBURG,17113,2353,,,,X,455823992,84352.0,2023B
804 S PROGRESS AVE,PA,HARRISBURG,17111,888,,,,X,455823996,121297.0,2023B
798 HIGHLAND ST,PA,HARRISBURG,17113,1458,1.0,,,X,455824000,84352.0,2023B
820 S PROGRESS AVE,PA,HARRISBURG,17111,4088,1.0,,,X,455824004,121297.0,2023B
808 HIGHLAND ST,PA,HARRISBURG,17113,1423,1.0,,,X,455824008,84352.0,2023B
814 HIGHLAND ST,PA,HARRISBURG,17113,1362,,,,X,455824016,84352.0,2023B
906 S PROGRESS AVE,PA,HARRISBURG,17111,1091,,,,X,455824020,121297.0,2023B
816 HIGHLAND ST,PA,HARRISBURG,17113,1362,,,,X,455824024,84352.0,2023B
908 S PROGRESS AVE,PA,HARRISBURG,17111,896,,,,X,455824028,121297.0,2023B
832 HIGHLAND ST,PA,HARRISBURG,17113,1690,,,,X,455824032,84352.0,2023B
910 S PROGRESS AVE,PA,HARRISBURG,17111,924,,,,X,455824036,121297.0,2023B
914 S PROGRESS AVE,PA,HARRISBURG,17111,1530,1.0,,,X,455824044,121297.0,2023B
916 S PROGRESS AVE,PA,HARRISBURG,17111,1621,,,,X,455824048,121297.0,2023B
844 HIGHLAND ST,PA,HARRISBURG,17113,1557,,,,X,455824052,84352.0,2023B
854 HIGHLAND ST,PA,HARRISBURG,17113,2161,,,,X,455824060,84352.0,2023B
864 HIGHLAND ST,PA,HARRISBURG,17113,1053,,,,X,455824064,84352.0,2023B
7178 BEAVER CREEK RD,PA,HARRISBURG,17112,2088,1.0,,1,X,455824072,137595.0,2023B
3400 BEAUCREST ST,PA,HARRISBURG,17111,1720,,,,X,455824080,121297.0,2023B
7170 BEAVER CREEK RD,PA,HARRISBURG,17112,2144,1.0,3.0,,X,455824084,137595.0,2023B
7162 BEAVER CREEK RD,PA,HARRISBURG,17112,2611,1.0,,1,X,455824088,137595.0,2023B
1004 S PROGRESS AVE,PA,HARRISBURG,17111,2167,,,,X,455824096,121297.0,2023B
105 THOMAS ST,PA,HARRISBURG,17112,1036,,,,X,455824108,137595.0,2023B
878 HIGHLAND ST,PA,HARRISBURG,17113,1639,,,,X,455824112,84352.0,2023B
1008 S PROGRESS AVE,PA,HARRISBURG,17111,1220,1.0,,,X,455824116,121297.0,2023B
880 HIGHLAND ST,PA,HARRISBURG,17113,1436,1.0,,,X,455824120,84352.0,2023B
892 HIGHLAND ST,PA,HARRISBURG,17113,1476,,,,X,455824128,84352.0,2023B
910 HIGHLAND ST,PA,HARRISBURG,17113,1813,,,,X,455824132,84352.0,2023B
916 HIGHLAND ST,PA,HARRISBURG,17113,1790,,,,X,455824136,84352.0,2023B
926 HIGHLAND ST,PA,HARRISBURG,17113,1411,,,,X,455824140,84352.0,2023B
940 HIGHLAND ST,PA,HARRISBURG,17113,2775,,,,X,455824144,84352.0,2023B
942 HIGHLAND ST,PA,HARRISBURG,17113,1568,,,,X,455824148,84352.0,2023B
815 ROTH ST,PA,HARRISBURG,17113,1280,,,,X,455824152,84352.0,2023B
842 HIGHLAND ST,PA,HARRISBURG,17113,1726,,,,X,455824156,84352.0,2023B
764 HIGHLAND ST,PA,HARRISBURG,17113,1261,,,,X,455824160,84352.0,2023B
131 LIVINGSTON ST,PA,HARRISBURG,17113,1120,1.0,,,X,455824164,84352.0,2023B
990 CHURCH ST,PA,HARRISBURG,17113,1128,,,,X,455824168,84352.0,2023B
7158 BEAVER CREEK RD,PA,HARRISBURG,17112,2899,1.0,3.0,,X,455824176,137595.0,2023B
7154 BEAVER CREEK RD,PA,HARRISBURG,17112,2472,1.0,3.0,8,X,455824180,137595.0,2023B
103 THOMAS ST,PA,HARRISBURG,17112,1036,1.0,,,X,455824184,137595.0,2023B
7139 BEAVER CREEK RD,PA,HARRISBURG,17112,1976,1.0,3.0,1,X,455824188,137595.0,2023B
7138 BEAVER CREEK RD,PA,HARRISBURG,17112,2448,1.0,,,X,455824192,137595.0,2023B
101 THOMAS ST,PA,HARRISBURG,17112,1372,,,,X,455824196,137595.0,2023B
7130 BEAVER CREEK RD,PA,HARRISBURG,17112,2128,1.0,,1,X,455824200,137595.0,2023B
7122 BEAVER CREEK RD,PA,HARRISBURG,17112,2269,1.0,,,X,455824208,137595.0,2023B
103 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455824212,137595.0,2023B
7114 BEAVER CREEK RD,PA,HARRISBURG,17112,1779,1.0,,1,X,455824216,137595.0,2023B
106 CURVIN DR,PA,HARRISBURG,17112,1036,1.0,,,X,455824220,137595.0,2023B
7019 SANDY HOLLOW RD,PA,HARRISBURG,17112,2245,1.0,,1,X,455824228,137595.0,2023B
153 LEXINGTON CT,PA,HARRISBURG,17112,1794,1.0,3.0,13,X,455824232,137595.0,2023B
104 CURVIN DR,PA,HARRISBURG,17112,1256,1.0,,,X,455824236,137595.0,2023B
155 LEXINGTON CT,PA,HARRISBURG,17112,2260,1.0,3.0,13,X,455824240,137595.0,2023B
1012 S PROGRESS AVE,PA,HARRISBURG,17111,2359,,,,X,455824244,121297.0,2023B
157 LEXINGTON CT,PA,HARRISBURG,17112,1816,1.0,3.0,1,X,455824248,137595.0,2023B
150 LEXINGTON CT,PA,HARRISBURG,17112,1816,1.0,3.0,1,X,455824252,137595.0,2023B
152 LEXINGTON CT,PA,HARRISBURG,17112,2260,1.0,3.0,13,X,455824256,137595.0,2023B
154 LEXINGTON CT,PA,HARRISBURG,17112,1794,1.0,3.0,13,X,455824260,137595.0,2023B
7453 MANOR DR,PA,HARRISBURG,17112,1500,1.0,3.0,8,X,455824264,137595.0,2023B
145 LEXINGTON CT,PA,HARRISBURG,17112,1938,1.0,3.0,,X,455824268,137595.0,2023B
147 LEXINGTON CT # UT2,PA,HARRISBURG,17112,2410,1.0,3.0,,X,455824272,137595.0,2023B
149 LEXINGTON CT # UT3,PA,HARRISBURG,17112,1938,1.0,3.0,,X,455824276,137595.0,2023B
161 LEXINGTON CT,PA,HARRISBURG,17112,1979,1.0,3.0,2,X,455824280,137595.0,2023B
163 LEXINGTON CT,PA,HARRISBURG,17112,2314,1.0,3.0,,X,455824284,137595.0,2023B
165 LEXINGTON CT,PA,HARRISBURG,17112,1979,1.0,3.0,,X,455824288,137595.0,2023B
167 LEXINGTON CT # UT10,PA,HARRISBURG,17112,1816,1.0,3.0,1,X,455824292,137595.0,2023B
169 LEXINGTON CT # UT11,PA,HARRISBURG,17112,2410,1.0,3.0,1,X,455824296,137595.0,2023B
171 LEXINGTON CT,PA,HARRISBURG,17112,2410,1.0,3.0,,X,455824300,137595.0,2023B
102 CURVIN DR,PA,HARRISBURG,17112,1036,1.0,3.0,,X,455824308,137595.0,2023B
173 LEXINGTON CT # UT13,PA,HARRISBURG,17112,2410,1.0,3.0,,X,455824312,137595.0,2023B
175 LEXINGTON CT # UT14,PA,HARRISBURG,17112,1805,1.0,3.0,1,X,455824316,137595.0,2023B
1016 S PROGRESS AVE,PA,HARRISBURG,17111,2284,,,,X,455824320,121297.0,2023B
188 LEXINGTON CT # UT15,PA,HARRISBURG,17112,1919,1.0,3.0,1,X,455824324,137595.0,2023B
186 LEXINGTON CT # UT16,PA,HARRISBURG,17112,2172,1.0,3.0,1,X,455824328,137595.0,2023B
184 LEXINGTON CT # UT17,PA,HARRISBURG,17112,2172,1.0,3.0,1,X,455824332,137595.0,2023B
100 CURVIN DR,PA,HARRISBURG,17112,1036,1.0,,,X,455824340,137595.0,2023B
182 LEXINGTON CT # UT18,PA,HARRISBURG,17112,1919,1.0,3.0,1,X,455824344,137595.0,2023B
180 LEXINGTON CT,PA,HARRISBURG,17112,1966,1.0,,1,X,455824348,137595.0,2023B
101 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455824352,137595.0,2023B
178 LEXINGTON CT,PA,HARRISBURG,17112,2410,1.0,,1,X,455824356,137595.0,2023B
107 CURVIN DR,PA,HARRISBURG,17112,1036,,,,X,455824364,137595.0,2023B
788 HIGHLAND ST,PA,HARRISBURG,17113,1267,,,,X,455824368,84352.0,2023B
105 CURVIN DR,PA,HARRISBURG,17112,1306,1.0,3.0,,X,455824376,137595.0,2023B
870 HIGHLAND ST,PA,HARRISBURG,17113,888,,,,X,455824380,84352.0,2023B
124 KELKER ST,PA,HARRISBURG,17113,1088,1.0,,,X,455824396,84352.0,2023B
1020 S PROGRESS AVE,PA,HARRISBURG,17111,1212,1.0,,,X,455824400,121297.0,2023B
879 HIGHLAND ST,PA,HARRISBURG,17113,1320,1.0,,,X,455824404,84352.0,2023B
883 HIGHLAND ST,PA,HARRISBURG,17113,1320,1.0,,,X,455824412,84352.0,2023B
817 S PROGRESS AVE,PA,HARRISBURG,17111,1540,,,,X,455824416,121297.0,2023B
899 HIGHLAND ST,PA,HARRISBURG,17113,1180,1.0,,,X,455824420,84352.0,2023B
821 S PROGRESS AVE,PA,HARRISBURG,17111,1121,,,,X,455824424,121297.0,2023B
903 HIGHLAND ST,PA,HARRISBURG,17113,1180,1.0,,,X,455824428,84352.0,2023B
901 S PROGRESS AVE,PA,HARRISBURG,17111,1890,1.0,,,X,455824432,121297.0,2023B
907 HIGHLAND ST,PA,HARRISBURG,17113,1200,1.0,,,X,455824436,84352.0,2023B
907 S PROGRESS AVE,PA,HARRISBURG,17111,2312,,,,X,455824440,121297.0,2023B
911 HIGHLAND ST,PA,HARRISBURG,17113,1200,1.0,,,X,455824444,84352.0,2023B
913 S PROGRESS AVE,PA,HARRISBURG,17111,1060,,,,X,455824448,121297.0,2023B
921 HIGHLAND ST,PA,HARRISBURG,17113,1200,1.0,,,X,455824452,84352.0,2023B
925 HIGHLAND ST,PA,HARRISBURG,17113,1200,1.0,,,X,455824456,84352.0,2023B
3201 PARK RD,PA,HARRISBURG,17111,1687,,,,X,455824464,121297.0,2023B
3200 PENDALE RD,PA,HARRISBURG,17111,1506,,,,X,455824468,121297.0,2023B
176 LEXINGTON CT # UT21,PA,HARRISBURG,17112,2410,1.0,3.0,1,X,455824476,137595.0,2023B
903 ALTAVISTA AVE,PA,HARRISBURG,17111,1458,,,,X,455824480,121297.0,2023B
174 LEXINGTON CT,PA,HARRISBURG,17112,1938,1.0,,,X,455824484,137595.0,2023B
172 LEXINGTON CT # UT23,PA,HARRISBURG,17112,1938,1.0,3.0,1,X,455824488,137595.0,2023B
103 CURVIN DR,PA,HARRISBURG,17112,1036,1.0,,,X,455824492,137595.0,2023B
170 LEXINGTON CT # UT24,PA,HARRISBURG,17112,2410,1.0,3.0,1,X,455824496,137595.0,2023B
168 LEXINGTON CT # UT25,PA,HARRISBURG,17112,2410,1.0,3.0,1,X,455824500,137595.0,2023B
909 ALTAVISTA AVE,PA,HARRISBURG,17111,1988,1.0,,,X,455824504,121297.0,2023B
166 LEXINGTON CT # UT26,PA,HARRISBURG,17112,1938,1.0,3.0,1,X,455824508,137595.0,2023B
164 LEXINGTON CT,PA,HARRISBURG,17112,1938,1.0,3.0,,X,455824516,137595.0,2023B
162 LEXINGTON CT # UT28,PA,HARRISBURG,17112,2410,1.0,3.0,,X,455824524,137595.0,2023B
160 LEXINGTON CT # UT29,PA,HARRISBURG,17112,2410,1.0,3.0,,X,455824536,137595.0,2023B
826 ALTAVISTA AVE,PA,HARRISBURG,17111,2242,1.0,,,X,455824548,121297.0,2023B
359 FORT STEWART DR # L13,PA,HARRISBURG,17112,2628,1.0,3.0,,X,455824552,137595.0,2023B
929 HIGHLAND ST,PA,HARRISBURG,17113,1200,1.0,,,X,455824564,84352.0,2023B
933 HIGHLAND ST,PA,HARRISBURG,17113,1200,1.0,,,X,455824568,84352.0,2023B
101 CURVIN DR,PA,HARRISBURG,17112,1036,1.0,,,X,455824580,137595.0,2023B
36 THORNWOOD RD,PA,HARRISBURG,17112,1360,1.0,,,X,455824592,137595.0,2023B
60 WALTERS ST,PA,HARRISBURG,17113,1057,,,,X,455824616,84352.0,2023B
70 WALTERS ST,PA,HARRISBURG,17113,1533,,,,X,455824620,84352.0,2023B
388 HIGHLAND ST,PA,HARRISBURG,17113,1623,,,,X,455824624,84352.0,2023B
390 HIGHLAND ST,PA,HARRISBURG,17113,1626,,,,X,455824628,84352.0,2023B
10 FRANCIS ST,PA,HARRISBURG,17113,626,,,,X,455824632,84352.0,2023B
361 FORT STEWART DR,PA,HARRISBURG,17112,2206,1.0,,1,X,455824636,137595.0,2023B
823 HILLTOP DR,PA,HARRISBURG,17111,1591,,,,X,455824640,121297.0,2023B
39 THORNWOOD RD,PA,HARRISBURG,17112,1253,1.0,,,X,455824644,137595.0,2023B
404 HIGHLAND ST,PA,HARRISBURG,17113,2277,,,,X,455824648,84352.0,2023B
37 THORNWOOD RD,PA,HARRISBURG,17112,1092,,,,X,455824652,137595.0,2023B
406 HIGHLAND ST,PA,HARRISBURG,17113,2312,,,,X,455824656,84352.0,2023B
420 HIGHLAND ST,PA,HARRISBURG,17113,1288,,,,X,455824660,84352.0,2023B
428 HIGHLAND ST,PA,HARRISBURG,17113,960,1.0,,,X,455824664,84352.0,2023B
438 HIGHLAND ST,PA,HARRISBURG,17113,1638,,,,X,455824668,84352.0,2023B
458 HIGHLAND ST,PA,HARRISBURG,17113,1870,,,,X,455824676,84352.0,2023B
464 HIGHLAND ST,PA,HARRISBURG,17113,1733,1.0,,,X,455824680,84352.0,2023B
474 HIGHLAND ST,PA,HARRISBURG,17113,1412,1.0,,,X,455824688,84352.0,2023B
363 FORT STEWART DR,PA,HARRISBURG,17112,2224,1.0,,,X,455824692,137595.0,2023B
825 HILLTOP DR,PA,HARRISBURG,17111,1036,,,,X,455824696,121297.0,2023B
365 FORT STEWART DR,PA,HARRISBURG,17112,2701,1.0,,1,X,455824700,137595.0,2023B
374 BARNETT CIR,PA,HARRISBURG,17112,1640,1.0,3.0,1,X,455824708,137595.0,2023B
29 THORNWOOD RD,PA,HARRISBURG,17112,1150,1.0,,,X,455824712,137595.0,2023B
376 BARNETT CIR,PA,HARRISBURG,17112,2782,1.0,,,X,455824716,137595.0,2023B
901 HILLTOP DR,PA,HARRISBURG,17111,1391,,,,X,455824720,121297.0,2023B
378 BARNETT CIR # L19,PA,HARRISBURG,17112,2219,1.0,,,X,455824724,137595.0,2023B
905 HILLTOP DR,PA,HARRISBURG,17111,1040,,,,X,455824728,121297.0,2023B
380 BARNETT CIR,PA,HARRISBURG,17112,2317,1.0,,,X,455824732,137595.0,2023B
907 HILLTOP DR,PA,HARRISBURG,17111,1527,,,,X,455824736,121297.0,2023B
382 BARNETT CIR,PA,HARRISBURG,17112,2709,1.0,,1,X,455824740,137595.0,2023B
3104 HOLLAND DR,PA,HARRISBURG,17111,1841,,,,X,455824744,121297.0,2023B
384 BARNETT CIR # L22,PA,HARRISBURG,17112,2334,1.0,3.0,1,X,455824748,137595.0,2023B
909 HILLTOP DR,PA,HARRISBURG,17111,1324,,,,X,455824752,121297.0,2023B
386 BARNETT CIR,PA,HARRISBURG,17112,2100,1.0,3.0,2,X,455824756,137595.0,2023B
388 BARNETT CIR,PA,HARRISBURG,17112,2132,1.0,3.0,,X,455824760,137595.0,2023B
826 HILLTOP DR,PA,HARRISBURG,17111,1876,1.0,,,X,455824764,121297.0,2023B
377 BARNETT CIR # L25,PA,HARRISBURG,17112,2540,1.0,3.0,1,X,455824768,137595.0,2023B
900 HILLTOP DR,PA,HARRISBURG,17111,1138,,,,X,455824772,121297.0,2023B
379 BARNETT CIR,PA,HARRISBURG,17112,1991,1.0,3.0,1,X,455824776,137595.0,2023B
904 HILLTOP DR,PA,HARRISBURG,17111,1084,,,,X,455824780,121297.0,2023B
381 BARNETT CIR,PA,HARRISBURG,17112,2455,1.0,,,X,455824784,137595.0,2023B
906 HILLTOP DR,PA,HARRISBURG,17111,624,1.0,,,X,455824788,121297.0,2023B
815 S PROGRESS AVE,PA,HARRISBURG,17111,1224,,,,X,455824792,121297.0,2023B
476 HIGHLAND ST,PA,HARRISBURG,17113,1424,,,,X,455824796,84352.0,2023B
502 HIGHLAND ST,PA,HARRISBURG,17113,884,,,,X,455824804,84352.0,2023B
510 HIGHLAND ST,PA,HARRISBURG,17113,1322,1.0,,,X,455824812,84352.0,2023B
512 HIGHLAND ST,PA,HARRISBURG,17113,1281,,,,X,455824816,84352.0,2023B
3115 PENDALE RD,PA,HARRISBURG,17111,1521,1.0,,,X,455824828,121297.0,2023B
526 HIGHLAND ST,PA,HARRISBURG,17113,1328,,,,X,455824832,84352.0,2023B
528 HIGHLAND ST,PA,HARRISBURG,17113,1332,,,,X,455824836,84352.0,2023B
3404 GREEN HILL RD,PA,HARRISBURG,17111,5076,,,,X,455824840,121297.0,2023B
3203 PARK RD,PA,HARRISBURG,17111,1918,1.0,,,X,455824848,121297.0,2023B
20 CUMBLER ST,PA,HARRISBURG,17113,1170,,,,X,455824852,84352.0,2023B
44 RIVERVIEW ST,PA,HARRISBURG,17113,1370,,,,X,455824868,84352.0,2023B
911 S PROGRESS AVE,PA,HARRISBURG,17111,1040,,,,X,455824872,121297.0,2023B
96 RIVERVIEW ST,PA,HARRISBURG,17113,1848,,,,X,455824880,84352.0,2023B
825 ALTAVISTA AVE,PA,HARRISBURG,17111,1188,,,,X,455824884,121297.0,2023B
98 RIVERVIEW ST,PA,HARRISBURG,17113,1924,,,,X,455824888,84352.0,2023B
819 S PROGRESS AVE,PA,HARRISBURG,17111,1656,,,,X,455824892,121297.0,2023B
100 RIVERVIEW ST,PA,HARRISBURG,17113,2028,,,,X,455824900,84352.0,2023B
904 ALTAVISTA AVE,PA,HARRISBURG,17111,2034,,,,X,455824904,121297.0,2023B
3401 HARWOOD DR,PA,HARRISBURG,17111,1247,,,,X,455824912,121297.0,2023B
1000 WILHELM RD,PA,HARRISBURG,17111,1080,,,,X,455824916,121297.0,2023B
390 BARNETT CIR,PA,HARRISBURG,17112,2318,1.0,3.0,1,X,455824920,137595.0,2023B
358 FORT STEWART DR # L113,PA,HARRISBURG,17112,2124,1.0,3.0,1,X,455824932,137595.0,2023B
3137 PARK RD,PA,HARRISBURG,17111,1475,1.0,,,X,455824936,121297.0,2023B
360 FORT STEWART DR # L114,PA,HARRISBURG,17112,2829,1.0,3.0,1,X,455824940,137595.0,2023B
362 FORT STEWART DR,PA,HARRISBURG,17112,1991,1.0,,1,X,455824944,137595.0,2023B
28 THORNWOOD RD,PA,HARRISBURG,17112,1073,,,,X,455824948,137595.0,2023B
364 FORT STEWART DR,PA,HARRISBURG,17112,2006,1.0,,,X,455824952,137595.0,2023B
26 THORNWOOD RD,PA,HARRISBURG,17112,1115,1.0,,,X,455824960,137595.0,2023B
368 FORT STEWART DR,PA,HARRISBURG,17112,2808,1.0,,1,X,455824964,137595.0,2023B
35 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455824968,137595.0,2023B
370 FORT STEWART DR # L119,PA,HARRISBURG,17112,2672,1.0,3.0,1,X,455824972,137595.0,2023B
371 FORT STEWART DR,PA,HARRISBURG,17112,2364,1.0,,1,X,455824976,137595.0,2023B
33 CAROLYN ST,PA,HARRISBURG,17112,1036,,,,X,455824980,137595.0,2023B
369 FORT STEWART DR,PA,HARRISBURG,17112,2608,1.0,,1,X,455824984,137595.0,2023B
31 CAROLYN ST,PA,HARRISBURG,17112,1036,1.0,,,X,455824992,137595.0,2023B
